,app_name,at,content,score,sentiment,word_count
824,FollowMyHealth,2018-11-16 16:02:45,Helps keep track of appointments and my medical records.,4.0,data quality,9.0
825,MyChart,2023-12-14 15:15:07,"Updates on time, revised site kept current, Love the changes and accessibility of the app and page. Keep the updates coming.",5.0,reliability,21.0
826,MyChart,2022-10-10 15:12:16,Why was My Chart Deleted very upsetting l,3.0,reliability,8.0
827,healow,2020-01-17 12:08:17,"Broken. App keeps flashing and once I get into it, it crashes",1.0,reliability,12.0
828,MyQuest,2018-11-26 16:10:43,Accurate helps keep track of lab test very convenient,4.0,data quality,9.0
829,Practo,2017-12-20 01:33:28,Customer care is useless. .they don't even pick..,2.0,support,8.0
830,MyChart,2023-09-21 13:59:27,Very much improved. Used to be so slow or kick me out. Recently has become much more patient friendly,5.0,reliability,19.0
831,Doctor Anywhere ,2022-07-19 21:40:45,The Camera is NOT working. I have Stable Internet. I was able to talk to 4 Physician. Pero Binabaan ako. Since wala nga Camera,1.0,reliability,24.0
832,HealthTap,2014-08-18 01:28:49,Great app but it hang every time I operate. Takes too much time to respond. Fix this problem.,4.0,reliability,18.0
833,MyQuest,2019-04-15 13:47:39,The app used to be easy to navigate and kept all old results to compare. Update has made it so that I can't even log in to the app.,1.0,reliability,29.0
834,MyChart,2017-11-03 22:30:18,Helpful for reminding me about my next appointment.,3.0,reliability,8.0
835,healow,2017-02-22 16:07:51,Nice app. Helped me keep up with my prescriptions and appointments,4.0,data quality,11.0
836,healow,2020-07-06 16:48:32,"Extremely Helpful. Life gets busy and hectic. This app helps make my life easier by keeping track of all mine and my daughter's info, appointments, vitals, medications, lab results, referrals, etc.",5.0,data quality,31.0
837,healow,2016-05-12 09:38:26,Things that would make it great.  Make it to where my healthcare team could see the tracker.  Fix the new appointment feature.  I have to go to the website to make a new appointment.,3.0,reliability,34.0
838,MyChart,2021-07-13 16:09:07,Helps me to be able to keep track of my appointments and tests results.,5.0,data quality,14.0
839,Telehealth by SimplePractice,2020-08-27 16:14:04,Crashes and despite a good connection the call fails and have to reconnect,3.0,reliability,13.0
840,Telehealth by SimplePractice,2021-01-28 19:19:29,Call quality is not very good. Delays and skips. Horizontal functions are very limited.,3.0,reliability,14.0
841,MyChart,2020-01-27 19:59:07,Update has caused problems in login and accessibility. Have called customer support four times with no results.,1.0,support,17.0
842,healow,2020-02-13 12:07:26,Recent update prevents me from logging in n,2.0,reliability,8.0
843,Practo,2021-11-07 22:13:07,The online Support for online medicine delivery is very good.,5.0,support,10.0
844,Practo,2023-01-16 22:30:03,Recently unable to book appointments as it says Appointment not booked.,1.0,reliability,11.0
845,MyChart,2021-04-22 00:40:12,"I Just Love It..Helps Me Keep Up With Appts ,Up Coming Appts, Also Test Results ...All Kinds of Information...Setting Appts...Yes I Love It.. Thanks 😊",5.0,data quality,25.0
846,Doctor Anywhere ,2023-09-11 04:42:20,Slow response in the app. Cant get OTP on time so my request cant proceed.,1.0,reliability,15.0
847,FollowMyHealth,2024-02-08 12:36:33,"Great app.Helps me keep up with all my appointments ,medications and doses. Love it ,makes it so easy to keep up with so I don't have to remember it all !!!!",5.0,data quality,31.0
848,healow,2022-03-11 10:46:59,"This is the "" WORST APP "" I'm Been Having Issues Logging In & Having To Reinstall This Damn App Soooooooo Many Times Fix The FREAKING BUGS!",1.0,reliability,27.0
849,MyChart,2023-12-04 19:42:42,I really like this app. Helps me to keep track of appointments and I like reviewing my test results.,5.0,data quality,19.0
850,healow,2022-05-05 20:13:14,It worked fine but now won't let me past the login page. So frustrating. Completely useless now,1.0,reliability,17.0
851,MyChart,2024-07-15 15:10:35,"U Cant write Anything Down Without Getting Mauled By Whoever, And Confidentiality Long Gone Out The Window!!",2.0,ethicality,17.0
852,MyChart,2024-01-11 10:03:22,Helpful but a little confusing. Hard to find some things,4.0,reliability,10.0
853,LiveHealth Online Mobile,2021-09-13 09:53:50,Reliable compared to the alternatives and easy to contact my doctor (s) if needed between appointments. Only drawback is that they don't take my insurance.,5.0,reliability,25.0
854,Practo,2016-08-20 00:02:29,"Distances from Patient home to Doctors Clinic should have been added for taking appointment decisions.  Also, Language is a barrier too. Can you manage to provide it in local language also ? Try if it is possible.",4.0,reliability,37.0
855,Ada,2020-02-27 03:27:12,Amazing app... Helps me check on my health symptoms before going to the doctor...prity helpful,5.0,data quality,15.0
856,MyChart,2023-11-24 11:42:10,Incredible app. Efficient and keeps me in the loop at all times.,5.0,reliability,12.0
857,healow,2014-06-03 09:55:25,"This app use to work well until they did an update, now I can't even log in. Fix it.....",1.0,reliability,19.0
858,Practo,2017-08-28 02:19:00,Dont trust these people...Whatever they showing consultation fee is totally wrong.. They are showing fee only for the attraction..No support from this practo people.... Even though I have informed to practo customer care people.. They have collected 200 from me,2.0,risk,40.0
859,healow,2022-03-25 11:19:19,Help me keeping up with appointments and medicine,5.0,data quality,8.0
860,HealthTap,2015-05-17 20:31:25,Please make an actual native Android app. This WebView iOS clone is pretty unpleasant to use.,3.0,reliability,16.0
861,APPatient,2022-05-04 11:06:25,Can't use this app. Can't log in. Can't change password. Can't find my doctor's practice. Completely frustrating and useless,1.0,reliability,19.0
862,FollowMyHealth,2016-05-26 10:28:34,Easy to use. Helps me keep track of things.,5.0,reliability,9.0
863,Telehealth by SimplePractice,2023-08-14 16:56:04,"Reliable!! Works well, battery draining is reasonable: 25% for a 45min session on Pixel 7. Straightforward design and easy, simple to use.",5.0,reliability,22.0
864,Telehealth by SimplePractice,2020-05-05 11:17:08,"Zoom for health care professionals. Easy to connect - just tap/click on the link you receive in email and you're in! HIPAA compliant, good quality connections. Just need to make sure you are running this app in the foreground, as it is not multitasking-friendly.",4.0,reliability,44.0
865,FollowMyHealth,2019-04-17 21:38:15,"Updates me on lab results and communications with my doctor quickly, no bugs seen.",5.0,reliability,14.0
866,MyChart,2022-03-10 18:43:40,Update screwed up everything. Lost all original info and records with no explanation as to how to get it all back.,1.0,reliability,21.0
867,MyChart,2016-06-23 09:40:40,"Can log in and choose the right provider but hit a wall at ""can't load the Terms and Conditions.""  Edit - your support team is fabulous! Works Like a CHARM now. Thank you!",5.0,support,33.0
868,MyChart,2024-08-07 17:13:17,Helps me keep track of all my medical needs.,5.0,data quality,9.0
869,MyChart,2024-08-01 07:43:30,Updates fast and let's u see everything on app easy to use,5.0,reliability,12.0
870,InteliChart,2023-12-07 13:45:37,"Downloaded the app again, and it will not accept my new password. I had to create a new one when they requested me to do so. I have trouble opening the app when they do an upgrade!! It's frustrating for sure. Fix the app program.",1.0,reliability,45.0
871,Practo,2023-10-04 02:53:48,Unreliable app. Confirmed appointments get cancelled repeatedly. And no help available in the app.,1.0,reliability,14.0
872,FollowMyHealth,2015-07-03 22:52:52,"Complete waste of time. Been trying to use since November. Clicked on ""results"" today and it crashed my phone. Uninstalling right now.",1.0,reliability,22.0
873,Ada,2017-12-29 12:44:14,Amazing app. Helps give you idea so you can better explain the symptoms to your physician or doctor. I hope the app gets better.,5.0,reliability,24.0
874,Practo,2020-06-25 00:34:38,I cant sign in using my mobile number. I tried to sign in using my email and it also didnt work. Fix this please,1.0,reliability,24.0
875,MyQuest,2023-08-04 15:47:10,Works fine on my LG stylus. Intuitive and provides all relevant information.,5.0,reliability,12.0
876,MyChart,2021-12-01 05:13:31,Recently had a lot going on. So nice to access results almost immediately.,5.0,data quality,13.0
877,MyChart,2021-01-25 18:30:34,Won't let me get passed the setup at all when I download the app Update: I denied access to location to get passed it looking for my location and worked like a charm,4.0,reliability,33.0
878,Practo,2022-03-19 01:01:41,Help center is very bad. Not at all replying the queries. Very bad experience,1.0,support,14.0
879,MyChart,2021-12-17 08:00:46,Very easy to use. Helps me keep up with my appointments.,5.0,data quality,11.0
880,Teladoc Health,2023-12-17 14:59:42,Unresponsive and waited for over three hours with constant messages telling me I had been cancelled while the appointment was still pending.,1.0,reliability,22.0
881,United Healthcare,2024-03-01 05:29:39,Recent update completely messed it up. Was going so well and now not. Rewards don't even appear or load. Recent fix NOT s fix.,1.0,reliability,24.0
882,MyChart,2024-02-07 14:23:03,Great App Fast and Reliable I've been using this app since my diagnosis of Crohn's Disease and it is very helpful in so many ways.,5.0,reliability,25.0
883,FollowMyHealth,2017-03-09 07:01:19,Helps keep everything in one place and you can review test results right in the app.,5.0,data quality,16.0
884,MyChart,2021-10-21 15:13:07,Updated and no longer works Dr. Appointment today and can't get into the information. Great job people for screwing it up. Worked fine before now,1.0,reliability,25.0
885,MyChart,2024-04-19 10:51:47,Very happy. So easy to use. Helps me to keep in touch with my Dr's. And keep up with medications appointments etc.. love it,5.0,data quality,24.0
886,Doctor Anywhere ,2022-03-09 03:56:36,Updated. Managed to find and the experience was good and efficient,4.0,reliability,11.0
887,Doctor on Demand,2020-08-19 11:06:26,Helpful. Make sure you have good coverage or strong wifi.,5.0,reliability,10.0
888,healow,2022-05-10 08:13:14,"Too many limitations for the patient who wants to include more data, or make changes. Also Patient/Doctor interactive apps provide for a jpg to be uploaded of the patient. Visual recognition helps the doctor put a face to her/his patient.",3.0,data control,40.0
889,HealtheLife,2024-01-16 00:44:29,"Terrible app. Continuously loops back to the login screen, even after signing in with biometrics. So it is completely useless since you cannot access any account features.",1.0,reliability,27.0
890,FollowMyHealth,2019-09-03 14:46:06,"Helpful to keep track of my health, including appointments, prescriptions, and lab results!",5.0,data quality,13.0
891,MyChart,2024-02-10 15:16:17,"Full access to my records. Redefines the term ""informed consent"".",5.0,ethicality,10.0
892,MyChart,2020-08-05 10:07:50,"Can't ""connect to server."" Completely frustrating and unreliable.",1.0,reliability,8.0
893,FollowMyHealth,2020-02-06 12:21:03,Thanks for making this app. Helpful to keep my health info in one place.,4.0,data quality,14.0
894,MyChart,2024-02-27 16:52:57,"Broken. Fill in the information, gives a phone number, doesn't work. Great JOB, FAIL APP. Must be a BBB",1.0,reliability,19.0
895,FollowMyHealth,2020-09-09 13:19:34,"Helps me keep control of communication with my doctors, easy and reliable.",5.0,reliability,12.0
896,FollowMyHealth,2017-03-06 23:40:02,"Valuable information at my fingertips.  Helpful to have past appointments and medical results, immunization records.",5.0,data quality,15.0
897,MyChart,2021-11-08 23:55:44,"Love the app, it keeps me informed on doctor notes and diagnosis before they even call me. Helps keep my meds up to date and easy access when needed!",5.0,data quality,29.0
898,Oscar Health,2021-08-20 07:20:10,"Updated update: Hoo boy they fixed it. NOW it all works! Bit strange, the lag on fingerprint login, but normal password login works great!",5.0,reliability,24.0
899,healow,2020-07-10 11:02:44,App sent 3 expired links to reset my password. Support seems deliberately convoluted to discourage asking a simple question.,1.0,support,19.0
900,MyQuest,2022-12-22 07:31:11,Stop asking me.to upgrade when there is no option to do so....,2.0,reliability,12.0
901,Quantum Health,2024-08-06 22:07:14,Quantum Health keeps force closing as soon as I try to open it. I'm paying hundred of dollars for this insurance and I can't even access it. Fix it before there are legal repercussions. We should NEVER be locked out of our insurance app.,1.0,reliability,44.0
902,Practo,2022-04-20 10:45:37,Help desk is useless. They close the chat without solution.,2.0,support,10.0
903,Practo,2022-05-04 11:24:28,Worst experience. Took money but no consultation. Customer care number is not working.,1.0,support,13.0
904,MyChart,2022-05-27 08:47:18,Helps me keep up and to keep my stuff on file....,5.0,data quality,11.0
905,FollowMyHealth,2021-05-28 08:31:27,"Super Thus Far😁, Seems Secure For Someone Concerned With Cybersecurity!👍",5.0,risk,10.0
906,FollowMyHealth,2019-03-08 17:38:24,Easy to follow. Updated in a timely manner. Easy to contact clinic when needed. Answers quickly. some things may need a tweak here and there.A,5.0,reliability,25.0
907,FollowMyHealth,2018-09-26 13:51:27,"Helpful tool for organizing health services, tracking personal health.",5.0,data quality,9.0
908,Teladoc Health,2022-08-15 19:14:57,"Full of bugs, thinks I'm in another state and assigns insurance info that isn't mine",1.0,reliability,15.0
909,United Healthcare,2022-03-18 16:49:41,"This app is absolutely horrible! Consistently gives error "" oops something went wrong"" rather logging in or trying to submit a claim! Being 2022 UHG you should and could do better!",1.0,reliability,31.0
910,Practo,2019-06-12 02:38:05,"I took their services for the HIV test . They gave me a report which did not include my full details. My sex, date of birth and other things were missing. Customer service is also very bad.",1.0,data quality,37.0
911,Teladoc Health,2022-11-28 00:00:25,It has been over 2 hours and still waiting. Update: It has now been over 3 hours. All we keep getting is your in que. I guess in the morning I will contact the BBB.,1.0,reliability,35.0
912,NextGen Healthcare,2019-09-10 11:06:58,"Can't even get it to DOWNLOAD. Been trying to sign in to your Patient portal for 2 days now. Who, besides me ants to steal my MEDICAL INFORMATION. You make it a steal trap to even sign up for. STUPID !!!",1.0,reliability,41.0
913,FollowMyHealth,2019-10-17 12:47:29,"Had to install the app to delete my account 👎 Correction: could not delete account in the app, nor on my mobile browser. 👎👎👎",1.0,reliability,24.0
914,K Health ,2022-05-18 08:36:19,Helpful and Affordable option. I had some issues getting through the app regarding selecting my pain area for a headache on the image...otherwise a good experience,5.0,reliability,26.0
915,MyChart,2022-05-20 12:34:52,Honestly super helpful for checking prescriptions and appointments. Also great frame of reference for checking past notes and info like Growth and Weight. Love the option to message with pictures and it helps avoid extra visits when it's something simple solved over the app.,5.0,data quality,44.0
916,United Healthcare,2022-04-11 13:06:19,Update will not load. Cannot run without update Worked fine untill update A LSO cannot initially load on new phone Worthless,1.0,reliability,21.0
917,healow,2021-12-10 08:19:55,"What an epic fail! What once was an easy process to access using biometrics, is now an inordinate process requiring PIN numbers (that never existed, or were set up) with demographic information, and email authentication. Complete design failure and unnecessarily burdensome.",1.0,reliability,41.0
918,MyChart,2021-12-09 18:34:22,"Its handy to see and access info, but i want to have more control over the reminders i see on the home screen. Revise so i can delete them.",3.0,reliability,29.0
919,FollowMyHealth,2016-04-09 18:46:38,Helps me understand and share info.eith other doctors.,5.0,data control,8.0
920,healow,2015-12-18 22:36:56,Completely useless. Can't even make appointments with it. Only 1 of my Dr's uses it.,1.0,reliability,15.0
921,Telehealth by SimplePractice,2020-09-23 13:51:56,Things are going well. Easy to use. Glitches are minor.,5.0,reliability,10.0
922,FollowMyHealth,2017-01-01 23:48:22,"Great way to manage my scripts and know everything I need to know about them. Can renew them with a press of a button. View bills, etc",5.0,data quality,27.0
923,FollowMyHealth,2021-09-07 09:40:13,Cannot get into app. So cannot see any messages sent. Complete waste. I have no idea what my message is that was sent. Just text or call me. The doctors have my phone number.,1.0,reliability,34.0
924,Practo,2022-11-10 23:08:53,Fraudulent app. Removing negative reviews about doctors. Also selling users data to cyber scam people. there is no data security for user data entered in practo. Cheating users by hiding true experience of patients with doctors. Hope Google Play Store won't remove this review comment.,1.0,risk,45.0
925,FollowMyHealth,2019-03-21 21:17:53,Excellent app. Updated fast and accurately. Really easy to use.,5.0,reliability,10.0
926,Practo,2020-04-02 15:21:11,I gave feedback for a doctor 2 days ago. It has got published but it does not appear under the Recent section of the feedbacks for the doctor. Please resolve this issue.,1.0,reliability,32.0
927,Mayo Clinic,2021-07-21 16:39:15,Been trying to down load update to get on my portal. Hours later still unable to download the update. Tried everything I know and still no access. Update is dysfunctional.,1.0,reliability,30.0
928,FollowMyHealth,2018-12-09 23:36:52,"Helps me record and access an accurate account of all my Healthcare visits and procedures. Successfully lists all my meds (active/discontinued). Overall, makes Dr visits a lot easier...great app😀",5.0,data quality,29.0
929,FollowMyHealth,2022-11-18 21:58:24,Consistent. Keeps my health providers informed and up to date.,5.0,data quality,10.0
930,healow,2020-08-13 13:07:58,Very organized. Helps me keep up to date with everything regarding my health needs.,5.0,data quality,14.0
931,MEDITECH Mhealth,2020-10-18 13:37:03,A giant pain in the ass to use honestly. Glitches constantly. Not accurate patient information.,1.0,reliability,15.0
932,FollowMyHealth,2019-06-14 15:48:38,Valuable information that I need is readily available. App is getting easier to use with each update. Highly recommend you use this app. Every update adds more functionality. Update : Follow My Health just keeps getting better and more intuitive. Use this app.,5.0,reliability,43.0
933,MyChart,2016-12-09 10:43:55,I can't remember my username but it doesn't have an option to change your username or password. I'm just stuck. Help!,2.0,reliability,21.0
934,healow,2020-01-26 08:24:17,Hardly works. Finger print scanner flashes on and off randomly. Crashes a lot.,2.0,reliability,13.0
935,FollowMyHealth,2017-09-19 08:56:37,"Help me to keep on whit my appointment medication,lab's doctor visits, hospitals discharge and many others thing's very happy whit the app",5.0,data quality,22.0
936,MyQuest,2023-01-10 11:25:46,Pls Fix a easy procedure to fix the DOB,2.0,reliability,9.0
937,MyChart,2023-09-10 11:25:07,This is Helpful being able to keep in contact with Doctor & personal data.,5.0,data quality,14.0
938,Ada,2017-08-14 01:06:55,"Accurate ans. Informative, helpful and a very good app",5.0,data quality,9.0
939,MyChart,2012-08-29 20:12:48,My husband and I both use this app and we absolutely love it. Helps keep up with all our appointments and prescriptions.,5.0,data quality,22.0
940,FollowMyHealth,2016-11-18 06:44:48,Easy to use. Helps us stay connectes with our health professionals and access our records.,4.0,data control,15.0
941,K Health ,2021-08-23 20:03:13,"I wrote a scorching review that advised anyone to never ever ever download or pay for this app and they removed it. Unethical, dishonest, scam.",1.0,ethicality,25.0
942,Teladoc Health,2018-01-25 18:58:53,Trash! Complete waste of time! Just call your doc or the nearest clinic. That's what my wife did while I sat on hold with this stupid company,1.0,support,27.0
943,Teladoc Health,2020-05-23 02:20:39,Acct set up was easy...wait time was only a couple minutes. Available 24/7 😊 I highly recommend,5.0,reliability,17.0
944,MyChart,2021-08-23 14:28:13,Helpful especially when I forget dates and information needing dates of last appointment for information for other Dr's,5.0,data quality,18.0
945,Doctor Anywhere ,2023-10-05 01:26:33,Helpful for the online call but hard to open prescriptions and referrals. The App is Not responding.,3.0,reliability,17.0
946,MyChart,2019-04-15 09:46:07,"I have really enjoyed this MyChart App for it's been a blessing to me. Recently the App has become unresponsive, it won't let me log in but I'm still rating it with ☆☆☆☆☆",5.0,reliability,33.0
947,FollowMyHealth,2017-06-29 09:31:13,Love this app. User friendly easy to navigate. Helps me keep up with my appointments in case i forget to write them down. Can see all my test results,5.0,data quality,29.0
948,MyChart,2021-03-10 21:26:31,Helps keep up with appointments and what test they have to do..,5.0,data quality,12.0
949,Doctor on Demand,2023-04-11 09:32:22,Providers are Efficient and effective! This app is horrible. Problems for 6 months. Can't avoid having to call customer service over and over.,1.0,reliability,23.0
950,Practo,2017-09-15 22:28:02,For Metro Cities of Indian .. this app has the perfect UI (User Interface) for both Patients & Doctors alike.,5.0,reliability,20.0
951,Practo,2021-01-09 21:05:29,Good App backed by poor coordination and services. What good is App when Labs dont turn up for appointed date and reports r delayed. Customer service main job is to say we are sorry .,2.0,data quality,35.0
952,Mayo Clinic,2019-12-11 15:59:40,What is this? Update monthly? Change password everytime I turnaround,1.0,reliability,10.0
953,FollowMyHealth,2023-05-22 16:36:31,The app is great. Updates from labs and doctors visits are readily available and with the information in the app there's no concern about forgetting anything your doctor has told you during a visit.,5.0,data quality,34.0
954,Practo,2021-02-12 00:00:48,Easy to sign up and book appointments. Genuinely helpful especially for people who have just moved cities.,5.0,reliability,17.0
955,healow,2018-05-07 06:18:47,"Recently it has become unreliable, particularly on. Particularly the 
weekends. I missed 2 doses this weekend, again. Risky.",2.0,reliability,18.0
956,FollowMyHealth,2020-07-17 09:55:54,Inaccurate information and no support. The reminders on my homepage are incorrect. Developers say it's the doctor's fault the doctor says all information is correct. No one will correct the information. Horrible app.,1.0,support,33.0
957,FollowMyHealth,2022-05-25 22:40:02,Fix this app now I need to login now.,1.0,reliability,9.0
958,United Healthcare,2021-07-01 08:48:02,"Glitches It requires multiple log ins, will shut off, doesn't remember passwords",1.0,reliability,12.0
959,MyChart,2017-02-15 19:15:58,My Chart got an Update and now DOES NOT WORK AT ALL..PLEASE FIX ASAP  OLD VERSION WORKED WELL😔,1.0,reliability,18.0
960,Practo,2019-07-02 00:22:34,Outdated medicine code appears for which twice my order was cancelled as discussed with delivery parter Apollo. There is no flexibility to Practo for them to manual amendment of same neewly named medicine even I have explained them,3.0,reliability,38.0
961,Practo,2020-12-15 10:15:49,The test are always rescheduled and some times cancelled. We won't get confirmation until you raise a concern. Customer care number gives auto response. Won't recommend to anyone. And will stop using this app. Worst app ever.,1.0,reliability,37.0
962,healow,2022-05-18 12:02:02,Fix your app. It keeps kicking me out after logging in to log in again. I can't reach my doctor.,1.0,reliability,20.0
963,healow,2021-09-30 11:44:33,Crashes during login or if you can login it crashes when you try and visit any of the options like appointments or new message,1.0,reliability,24.0
964,Teladoc Health,2020-07-03 18:37:53,"So slow and before I get a copy/paste auto reply from them, yes it's updated... every single provider I've chosen denies visits before the consultation. Connection always drops regardless of wifi or data. Troubleshooting dows nothing. The app has potential but needs so much work",1.0,reliability,45.0
965,MyChart,2024-02-29 11:49:38,I hate my chart! If I wanted a docter to know who I am seeing I would tell them my self. There are some things that are private. What happened to the HIPAA law,1.0,ethicality,34.0
966,healow,2020-05-31 14:29:31,"App falsely reports that I am on a modified version of Android, and I am unable to use the app. Fix it. Galaxy S8 international FD on Android 9.",1.0,reliability,29.0
967,MyChart,2022-01-10 16:25:51,Easy app. Help to track your all your medical records.,4.0,data quality,10.0
968,healow,2018-11-08 15:26:04,Help's me to remember my appointment s and to take meds love it,5.0,data quality,13.0
969,MyChart,2023-05-04 11:42:21,Updates in MyChart make it easier to follow up with my providers and pharmacy. Epic is continuing to help me navigate my health care.,5.0,reliability,24.0
970,Teladoc Health,2016-07-31 13:37:14,Cannot login and always get network error. Fix it please,1.0,reliability,10.0
971,healow,2014-03-28 10:46:18,It can't find my doctor it won't let me sign in. Fix it!,1.0,reliability,13.0
972,FollowMyHealth,2020-04-07 16:30:53,Love this app! so helpful .Helps me keep up on my health issues.Easy to use.,5.0,data quality,15.0
973,MyChart,2015-06-16 22:41:04,"Fantastic application, that let's you talk to your Dr. In detail, without having to schedule an unneeded Dr. Appointment. Complete details about all drugs your taking. Also all tests are there for you to read over yourself. Well worth 5 stars. Regards Jon 🌹",5.0,data quality,44.0
974,healow,2014-09-30 10:18:24,"I can access everything just fine on my PC via Patient Portal, but this app has never worked despite password resets, etc. It's a shame, as I really wanted it to work for the convenience of it.",1.0,reliability,37.0
975,MyChart,2024-06-17 14:50:56,My chart is a great way to communicate with your health care provider about past and future appointments. Current medication list and test results.,5.0,data quality,24.0
976,MyChart,2022-11-24 19:35:10,"As a T1D I use MyChart all the time to discuss questions/needs with my endocrinologist. It is like texting, but HIPAA compliant. I love that I have all my vaccines and medical information at my fingertips!",5.0,ethicality,36.0
977,MyChart,2020-11-10 10:28:37,"""There was a problem communicating with the server. Please try again later."" Every time I try to log in, I get this message. Fixed. Back to 5.",5.0,reliability,27.0
978,MyChart,2024-06-17 00:21:25,Helps keep me up to date on my health journey.,5.0,data quality,10.0
979,MyChart,2022-02-23 10:45:37,"Fast and easy. Helps me keep up with appointments, test results, recommendations, and all providers that have seen my daughter. Excellent !!!",4.0,data quality,22.0
980,FollowMyHealth,2019-09-18 09:27:00,Easy to communicate with my physicians and to follow results,5.0,reliability,10.0
981,FollowMyHealth,2017-07-27 10:09:43,"Helps me keep track of my health conditions, medications,  appointments and everything related to my health",5.0,data quality,16.0
982,FollowMyHealth,2023-05-21 10:33:33,"Great product ,yes!. Helps me to keep track of all my Heath Care",5.0,reliability,13.0
983,FollowMyHealth,2016-09-13 10:45:35,Helps me get through all appointment scheduling and gives me all updates needed,4.0,reliability,13.0
984,FollowMyHealth,2016-03-14 17:19:14,"Comprehensive medical app to keep track of appointments, prescriptions,  vital data, test results, and Dr. Notes.",4.0,data quality,16.0
985,healow,2020-10-28 11:30:16,"I have been using this app for a couple of years now and I find it user fríendly, and convenient to use. Helps me keep in touch with my clinic.",5.0,reliability,30.0
986,MyChart,2022-05-23 18:55:38,Helps me out with my appointment and family members,5.0,data quality,9.0
987,MyChart,2015-03-12 09:07:40,"For some reason, every time I open the app and try to login with the proper username and password, it states the terms and conditions are unavailable so I can't go any further. Help please!",5.0,reliability,35.0
988,FollowMyHealth,2017-04-24 12:45:09,"Helpful in getting quick answers to lab results, and having this and other medical records on demand is very convenient and time saving.",5.0,data quality,23.0
989,FollowMyHealth,2020-01-29 20:10:57,Helpful app for keeping track of your health records and appointments right at your fingertips.,5.0,data quality,15.0
990,FollowMyHealth,2018-11-16 15:16:34,Help me to keep attack of my prescription and medical records,5.0,data quality,11.0
991,MyChart,2024-02-12 08:08:12,I love this app. Helps keep track of my upcoming dr appointments.,5.0,data quality,12.0
992,MyChart,2021-11-12 15:45:40,Helpful and like being able to have all information in one location for me and family,5.0,data quality,16.0
993,MyChart,2021-12-22 13:53:17,I can't find my diagnosis on my chart anymore. Stop changing things.,2.0,data control,12.0
994,K Health ,2021-12-30 20:17:49,"App keeps crashing. Does good when it works, but here lately wont work at all. Still crashing when i hit annual checkup. Completely shuts down.",1.0,reliability,25.0
995,FollowMyHealth,2022-03-04 18:04:19,"Helpful, easy to use, all information in one place.",5.0,data quality,9.0
996,MyChart,2023-08-02 09:02:26,Efficient way to get information regarding your management at MD Anderson,5.0,data quality,11.0
997,MyChart,2023-07-11 23:09:54,"No way to pay outstanding balances! At the very least, the app could provide a payment site link. Major flaw in my opinion. Otherwise the app provides relevant information. Update: Payment options have been added! Thank you! 5 🌟",5.0,support,39.0
998,United Healthcare,2021-10-27 10:34:32,Updated again and I'm using a new iPad and it's telling me that it may not be compatible with my device and it goes the same for healthy benefits plus this app may not be optimized for your device. Why is this happening ?,3.0,reliability,44.0
999,FollowMyHealth,2019-05-13 09:26:45,Great App For Keeping Up To Date With Your Medical Concern's!!!,5.0,data quality,11.0
1000,MyQuest,2022-12-22 07:15:59,"Update on 12/22/2022 unable to sign in. Insurance info difficult to enter, very cumbersome and time consuming. Making an appointment was surprisingly difficult too. The web site was much easier to use.",1.0,reliability,32.0
1001,healow,2019-07-18 14:28:04,"Helps me keep better track of what is going on with my health, provides good tips and reminders",5.0,data quality,18.0
1002,FollowMyHealth,2018-12-05 15:04:01,Like appointment reminders. Helps keep track of records.,5.0,data quality,8.0
1003,MyQuest,2015-03-18 12:18:21,"Results still not available  17 days after blood was draw. Recently , lab results have been  available before I meet with  my doctor. Big improvement on timelyness.",4.0,data quality,27.0
1004,FollowMyHealth,2023-05-15 06:16:28,"This app allows for easy communication with my PMC, and making appointments is convenient. Updates to the app seemed to have really improved ease of use.",4.0,reliability,26.0
1005,Mayo Clinic,2018-12-10 10:13:37,Helps me with maintaining my appointments and keeps me informed about my financial responsibilities,5.0,data quality,14.0
1006,MyUPMC,2019-09-01 13:36:28,This app needs be identical to the computer application. Incomplete info on this app. The portal would open before this app became the only way to access the information.,1.0,reliability,29.0
1007,MyQuest,2023-11-04 09:15:41,Unreliable log ins. Poor layout. Some good graphs. Too much marketing.,2.0,reliability,11.0
1008,Teladoc Health,2022-03-30 01:08:47,"Can't stop notifications Update, Mar 30: Submitted info",1.0,reliability,8.0
1009,MyChart,2022-02-27 07:48:28,Helpful to have records that I am able to access when another Doctor needs to see.,4.0,data control,16.0
1010,APPatient,2022-11-13 17:51:43,Horrible just like others said. Tried to reset password but took me to sign on page. Redid form stating forgot password but more of the same. Deleted app as well!,1.0,reliability,30.0
1011,healow,2014-05-31 17:16:06,"Very one-sided app.  Patient cannot enter any information about symptoms, current issues, prior diagnoses and cannot add any supporting records or documentation.   Pretty worthless.",1.0,data control,24.0
1012,FollowMyHealth,2021-11-02 10:06:34,"It reminds me of all my appointments and informs of my blood work and ailments. OH! I can also refill my prescriptions and send messages to my Dr's, reschedule my appointments. I love my Patient Portal.😍",5.0,data quality,36.0
1013,Teladoc Health,2018-09-06 09:12:13,This is such a Great app! Very Helpful and Fast and Easy to use,5.0,reliability,14.0
1014,Teladoc Health,2020-09-03 17:28:01,Dependable and convenient way to interact with a doctor,5.0,reliability,9.0
1015,MyChart,2021-01-04 05:17:34,I cannot get into the app most of the time. Unreliable at best.,1.0,reliability,13.0
